Work_Center,Operation_Short,Activity,Opr_System_status,Earl_start_date,EarliestEndDate,Station_Code,Normal_duration,Norm_duratn_un,Well_Name,Field,Responsible_asset,Well_ID,Well_Location,Well_Function,Well_Category,PCAP_Category,Move_days,PDO_Well_Type
SWER118,B126-16125,B126,REL,2029-06-11,2029-07-05,USP,24.0,DAY,LF-USC-WI-P3-45,LEKHWAIR-INTRA,NORTH,16125,LF-USC-WI-P3-45,Water Injector,Development,Category IV,1,LTL23WISAT
SWER118,B127-16126,B127,REL,2029-09-18,2029-10-10,USP,22.0,DAY,LF-USC-WI-P3-44,LEKHWAIR-INTRA,NORTH,16126,LF-USC-WI-P3-44,Water Injector,Development,Category IV,1,LTL23WISAT
SWER118,B128-16127,B128,REL,2029-07-27,2029-08-17,USP,20.799999237060547,DAY,LF-USC-WI-P3-47,LEKHWAIR-INTRA,NORTH,16127,LF-USC-WI-P3-47,Water Injector,Development,Category IV,1,LTL23WIUSHN
SWER118,B129-16128,B129,REL,2029-11-08,2029-12-10,USP,32.099998474121094,DAY,LF-USC-OP-P3-48,LEKHWAIR-INTRA,NORTH,16128,LF-USC-OP-P3-48,Oil Producer,Development,Category IV,1,LTL23ESPSAT
SWER118,B131-16130,B131,REL,2030-12-22,2031-01-13,USP,22.0,DAY,LF-USC-WI-P4-59,LEKHWAIR-INTRA,NORTH,16130,LF-USC-WI-P4-59,Water Injector,Development,Category IV,1,LTL23WISAT
SWER118,B133-16132,B133,REL,2030-01-04,2030-01-31,USP,27.100000381469727,DAY,INT-USB-OP-01(CR),LEKHWAIR,NORTH,16132,INT-USB-OP-01(CR),Oil Producer,Development,Category IV,1,LTL23ESSAT
SWER118,B134-16133,B134,REL,2029-12-10,2030-01-04,USP,25.200000762939453,DAY,INT-USC-WI-13(CR),LEKHWAIR,NORTH,16133,INT-USC-WI-13(CR),Water Injector,Development,Category IV,1,LTL23WISAT
SWER118,B135-16134,B135,REL,2030-01-31,2030-02-27,USP,27.100000381469727,DAY,INT-USB-OP-02(CR),LEKHWAIR,NORTH,16134,INT-USB-OP-02(CR),Oil Producer,Development,Category IV,1,LTL23ESSAT
SWERIG99,B143-16452,B143,REL,2039-05-01,2039-05-26,LEK,25.0,DAY,DMA-LSA-OP-7 (CR),DHULAIMA,NORTH,16452,DMA-LSA-OP-7 (CR),Oil Producer,Development,Category IV,1,LTL23ES
SWERIG99,B152-16461,B152,REL,2038-11-24,2038-12-19,LEK,25.0,DAY,AS-LSB-WI-02(CR),LEKHWAIR,NORTH,16461,AS-LSB-WI-02(CR),Water Injector,Development,Category IV,1,LTL23WISAT
SWERIG99,B156-16465,B156,REL,2041-06-07,2041-07-02,LEK,25.0,DAY,LE-OP-03,LEKHWAIR EAST,NORTH,16465,LE-OP-03,Oil Producer,Development,Category IV,1,LTL23ES
SWERIG99,B248-16484,B248,REL,2042-05-13,2042-05-24,LEK,11.300000190734863,DAY,AS-LSV-OP-03(CR),LEKHWAIR,NORTH,16484,,Oil Producer,Development,Category IV,1,L9722GS
SWERIG99,B249-16485,B249,REL,2042-05-24,2042-06-11,LEK,18.299999237060547,DAY,AS-LSV-WI-04(CR),LEKHWAIR,NORTH,16485,,Water Injector,Development,Category IV,1,LTL23WIV
SWERIG99,B250-16486,B250,REL,2042-06-11,2042-06-22,LEK,11.300000190734863,DAY,AS-LSV-OP-04(CR),LEKHWAIR,NORTH,16486,,Oil Producer,Development,Category IV,1,L9722GS
SWERIG99,B251-16487,B251,REL,2042-06-22,2042-07-04,LEK,11.300000190734863,DAY,AS-LSV-OP-05(CR),LEKHWAIR,NORTH,16487,,Oil Producer,Development,Category IV,1,L9722GS
SWERIG99,B443-16495,B443,REL,2037-08-18,2037-09-02,LEK,15.199999809265137,DAY,AS-LSV-WI-08,LEKHWAIR AS,NORTH,16495,AS-LSV-WI-08,Water Injector,Development,Category IV,1,LTL23WIV
SWERIG99,B447-16499,B447,REL,2026-03-25,2026-04-14,LEK,20.299999237060547,DAY,SYH-NC-OP-24,SAYYAH,NORTH,16499,SAYYAH-SYH-NC-OP-24,Oil Producer,Development,Category IV,1,LTL23ESHS
SWER115,B162-16545,B162,REL,2043-11-15,2043-12-01,FAH,15.899999618530273,DAY,FAHUD D_F316_DD_WI1,FAHUD,NORTH,16545,FAHUD D_F316_DD_WI1,Water Injector,Development,Category IV,1,FT724WID
SWERIG72,B163-16546,B163,REL,2031-11-11,2031-11-29,FAH,18.200000762939453,DAY,FAHUD D F369 DD WI,FAHUD,NORTH,16546,,Water Injector,Development,Category IV,1,FT724WID
SWER115,B164-16547,B164,REL,2043-12-01,2043-12-17,FAH,15.699999809265137,DAY,FAHUD D F316 UD WI1,FAHUD,NORTH,16547,FAHUD D F316 UD WI1,Water Injector,Development,Category IV,1,FT723GND
SWERIG72,B166-16549,B166,REL,2032-05-12,2032-05-29,FAH,16.700000762939453,DAY,FAHUD G_NW_5_F340_DD_OP1,FAHUD,NORTH,16549,,Oil Producer,Development,Category IV,1,FT723GND
SWERIG72,B167-16550,B167,REL,2031-06-28,2031-07-14,FAH,15.699999809265137,DAY,FAHUD F_NWS_7_F460_UD_OP1,FAHUD,NORTH,16550,FAHUD F_NWS_7_F460_UD_OP1,Oil Producer,Development,Category IV,1,FT723GND
SWERIG72,B168-16551,B168,REL,2032-05-29,2032-06-20,FAH,22.200000762939453,DAY,FAHUD F_NWS_7_F413_UD_WI1,FAHUD,NORTH,16551,,Water Injector,Development,Category IV,1,FT724WIA
SWERIG72,B173-16556,B173,REL,2030-07-04,2030-07-25,FAH,21.399999618530273,DAY,FAHUD F_S3_OP2B,FAHUD,NORTH,16556,FAHUD F_S3_OP2B,Oil Producer,Development,Category IV,1,FT723GNA
SWERIG72,B174-16557,B174,REL,2030-09-06,2030-09-26,FAH,20.5,DAY,FAHUD F_NW_3_F341_DD_WI3B,FAHUD,NORTH,16557,FAHUD F_NW_3_F341_DD_WI3B,Water Injector,Development,Category IV,1,FTL24WIA
SWERIG72,B175-16558,B175,REL,2032-01-24,2032-02-09,FAH,16.700000762939453,DAY,FAHUD G_NW_4_F358_EXT_OP2,FAHUD,NORTH,16558,,Oil Producer,Development,Category IV,1,FT722GND
SWERIG72,B176-16559,B176,REL,2030-10-17,2030-11-01,FAH,15.699999809265137,DAY,FAHUD G_S5_OP3,FAHUD,NORTH,16559,FAHUD G_S5_OP3,Oil Producer,Development,Category IV,1,FT722GND
SWERIG72,B177-16560,B177,REL,2030-09-26,2030-10-17,FAH,20.5,DAY,FAHUD F_S8_WI2,FAHUD,NORTH,16560,FAHUD F_S8_WI2,Water Injector,Development,Category IV,1,FTL24WIA
SWERIG72,B179-16562,B179,REL,2031-09-02,2031-09-19,FAH,16.700000762939453,DAY,FAHUD D F316 UD WI2,FAHUD,NORTH,16562,FAHUD D F316 UD WI2,Water Injector,Development,Category IV,1,FT724WID
SWERIG72,B180-16563,B180,REL,2031-09-19,2031-10-05,FAH,16.100000381469727,DAY,FAHUD D_F504_NW_OP_EXT,FAHUD,NORTH,16563,FAHUD D_F504_NW_OP_EXT,Oil Producer,Development,Category IV,1,FT723GND
SWERIG72,B181-16564,B181,REL,2031-08-02,2031-08-18,FAH,15.899999618530273,DAY,FAHUD D F374 UD WI1,FAHUD,NORTH,16564,,Water Injector,Development,Category IV,1,FT724WID
SWERIG72,B184-16567,B184,REL,2030-12-27,2031-01-16,FAH,20.600000381469727,DAY,FAHUD F_S3_WI3B,FAHUD,NORTH,16567,FAHUD F_S3_WI3B,Water Injector,Development,Category IV,1,FT724WIA
SWERIG72,B185-16568,B185,REL,2031-01-16,2031-02-06,FAH,20.600000381469727,DAY,FAHUD G_S4_WI1,FAHUD,NORTH,16568,FAHUD G_S4_WI1,Water Injector,Development,Category IV,1,FT724WIA
SWERIG72,B186-16569,B186,REL,2032-02-26,2032-03-14,FAH,16.700000762939453,DAY,FAHUD G_NW_5_F345_UD_OP2,FAHUD,NORTH,16569,,Oil Producer,Development,Category IV,1,FT722GND
SWERIG72,B187-16570,B187,REL,2033-01-02,2033-01-31,FAH,28.600000381469727,DAY,FAHUD F_NWC_6_F460_EXT_WI,FAHUD,NORTH,16570,,Water Injector,Development,Category IV,1,F2L23GA1
SWERIG72,B188-16571,B188,REL,2033-08-11,2033-09-09,FAH,28.600000381469727,DAY,FAHUD G_NWC_6_DD_WI,FAHUD,NORTH,16571,,Water Injector,Development,Category IV,1,F2L23GA1
SWERIG72,B189-16572,B189,REL,2033-09-26,2033-10-18,FAH,22.200000762939453,DAY,FHDWEST_INFILL_DEV_03,FAHUD,NORTH,16572,,Water Injector,Development,Category IV,1,FT724WIA
SWERIG72,B190-16573,B190,REL,2033-10-18,2033-11-09,FAH,22.200000762939453,DAY,FHDWEST_INFILL_DEV_06,FAHUD,NORTH,16573,,Water Injector,Development,Category IV,1,FT724WIA
SWERIG72,B191-16574,B191,REL,2033-11-09,2033-12-01,FAH,22.200000762939453,DAY,FAHUD E_SE_JUNC_1,FAHUD,NORTH,16574,,Water Injector,Development,Category IV,1,FT724WIA
SWERIG72,B192-16575,B192,REL,2033-12-01,2033-12-23,FAH,22.200000762939453,DAY,FAHUD C2_240_2,FAHUD,NORTH,16575,,Water Injector,Development,Category IV,1,FT724WIA
SWERIG72,B193-16576,B193,REL,2033-12-23,2034-01-09,FAH,16.700000762939453,DAY,FAHUD A_F299_UPDIP_A6,FAHUD,NORTH,16576,,Oil Producer,Development,Category IV,1,FT722GND
SWERIG72,B194-16577,B194,REL,2030-03-14,2030-04-04,FAH,20.5,DAY,FAHUD G_S1_WI1,FAHUD,NORTH,16577,FAHUD G_S1_WI1,Water Injector,Development,Category IV,1,FTL24WIA
SWERIG72,B195-16578,B195,REL,2030-08-15,2030-09-06,FAH,21.399999618530273,DAY,FAHUD F_S3_OP3,FAHUD,NORTH,16578,FAHUD F_S3_OP3,Oil Producer,Development,Category IV,1,FT723GNA
SWERIG72,B196-16579,B196,REL,2034-01-09,2034-02-07,FAH,28.600000381469727,DAY,FAHUD F_NW_4_F360_EXT_WI2,FAHUD,NORTH,16579,,Water Injector,Development,Category IV,1,F2L23GA1
SWERIG72,B197-16580,B197,REL,2034-03-24,2034-04-10,FAH,16.700000762939453,DAY,FHDWEST_INFILL_DEV_05,FAHUD,NORTH,16580,,Oil Producer,Development,Category IV,1,FT722GND
SWERIG72,B199-16582,B199,REL,2034-04-10,2034-05-08,FAH,28.600000381469727,DAY,FHDWEST_INFILL_DEV_07,FAHUD,NORTH,16582,,Oil Producer,Development,Category IV,1,F2L23GA1
SWER115,F738-16583,F738,REL,2041-12-16,2042-01-06,FAH,21.399999618530273,DAY,FAHUD E_OP_SE_JUNCTION_1,FAHUD,NORTH,16583,FAHUD E_OP_SE_JUNCTION_1,Oil Producer,Development,Category IV,0,FT723GNA
SWERIG72,B220-16603,B220,REL,2033-03-18,2033-04-03,FAH,16.700000762939453,DAY,FAHUD F_NW_4_F354_EXT_OP2,FAHUD,NORTH,16603,,Oil Producer,Development,Category IV,1,FT723GND
SWERIG72,B221-16604,B221,REL,2031-05-20,2031-06-09,FAH,20.600000381469727,DAY,FHD F_S4_WI2,FAHUD,NORTH,16604,FHD F_S4_WI12,Water Injector,Development,Category IV,1,FT724WIA
SWERIG72,B223-16606,B223,REL,2034-08-27,2034-09-18,FAH,22.200000762939453,DAY,FAHUD F_NW_5_F343_REPL_WI,FAHUD,NORTH,16606,,Water Injector,Development,Category IV,1,FT724WIA
SWERIG99,C555-16768,C555,REL,2038-03-22,2038-04-01,LEK,10.899999618530273,DAY,AN-F-WI-56,LEKHWAIR-AN,NORTH,16768,LEKHWAIR-AN-F-WI-56,Water Injector,Development,Category IV,1,L9723WI
SWERIG84,B890-17155,B890,REL,2027-01-11,2027-03-16,GBR,64.5,DAY,BB-A4C EXPAN GI,BIRBA,SOUTH,17155,BB-A4C EXPAN GI,Oil Producer,Development,Category II,7,HT464B4
SWERIG72,C004-17254,C004,REL,2032-06-20,2032-07-07,FAH,16.700000762939453,DAY,FAHUD F_NWN_3_F360_REDRILL_WI1,FAHUD,NORTH,17254,FAHUD F_NWN_3_F360_REDRILL_WI1,Water Injector,Development,Category IV,1,FT724WIA
SWERIG72,C007-17257,C007,REL,2032-12-13,2033-01-02,FAH,20.0,DAY,FHDWEST C OP3,FAHUD,NORTH,17257,FHDWEST C OP3,Oil Producer,Development,Category IV,1,FT723GNA
SWERIG72,C008-17258,C008,REL,2032-10-28,2032-11-20,FAH,23.0,DAY,FHDWEST D OP1,FAHUD,NORTH,17258,FHDWEST D OP1,Oil Producer,Development,Category IV,1,FT422ES
SWERIG72,C009-17259,C009,REL,2031-10-05,2031-10-26,FAH,20.600000381469727,DAY,FAHUD E OP_NWC_F5_SF,FAHUD,NORTH,17259,FAHUD E OP_NWC_F5_SF,Oil Producer,Development,Category IV,1,FT723GNA
SWER115,C010-17260,C010,REL,2044-01-01,2044-01-20,FAH,18.799999237060547,DAY,FAHUD E_OP_NWS_F3_SF,FAHUD,NORTH,17260,FAHUD E_OP_NWS_F3_SF,Oil Producer,Development,Category IV,1,FT723GNA
SWERIG72,C011-17261,C011,REL,2031-06-09,2031-06-28,FAH,18.799999237060547,DAY,FAHUD E_OP_NWNA_F2_SF,FAHUD,NORTH,17261,FAHUD E_OP_NWNA_F2_SF,Oil Producer,Development,Category IV,1,FT723GNA
SWERIG72,C012-17262,C012,REL,2032-10-04,2032-10-28,FAH,24.399999618530273,DAY,FAHUD WEST C_OP1,FAHUD,NORTH,17262,FAHUD WEST C_OP1,Oil Producer,Development,Category IV,1,FT422ES
SWERIGK3,C188-17435,C188,REL,2028-01-01,2028-01-25,YIB,25.0,DAY,YIBAL_ATTIC4_OP_01,YIBAL,NORTH,17435,YIBAL_ATTIC4_OP_01,Oil Producer,Development,Category IV,1,YEL23ESV
SWERIGK3,C189-17436,C189,REL,2028-01-26,2028-02-17,YIB,22.5,DAY,YIBAL_ATTIC4_WI_01,YIBAL,NORTH,17436,YIBAL_ATTIC4_WI_01,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C190-17437,C190,REL,2028-02-17,2028-03-10,YIB,22.5,DAY,YIBAL_ATTIC4_WI_02,YIBAL,NORTH,17437,YIBAL_ATTIC4_WI_02,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C191-17438,C191,REL,2028-03-11,2028-04-02,YIB,22.5,DAY,YIBAL_ATTIC4_WI_03,YIBAL,NORTH,17438,YIBAL_ATTIC4_WI_03,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C192-17439,C192,REL,2028-04-02,2028-04-27,YIB,25.0,DAY,YIBAL_ATTIC4_OP_02,YIBAL,NORTH,17439,YIBAL_ATTIC4_OP_02,Oil Producer,Development,Category IV,1,YEL23ESV
SWERIGK3,C193-17440,C193,REL,2028-04-27,2028-05-19,YIB,22.5,DAY,YIBAL_ATTIC4_WI_04,YIBAL,NORTH,17440,YIBAL_ATTIC4_WI_04,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C194-17441,C194,REL,2028-05-20,2028-06-11,YIB,22.5,DAY,YIBAL_ATTIC4_WI_05,YIBAL,NORTH,17441,YIBAL_ATTIC4_WI_05,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C195-17442,C195,REL,2028-06-11,2028-07-06,YIB,25.0,DAY,YIBAL_ATTIC4_OP_03,YIBAL,NORTH,17442,YIBAL_ATTIC4_OP_03,Oil Producer,Development,Category IV,1,YEL23ESV
SWERIGK3,C196-17443,C196,REL,2028-07-06,2028-07-28,YIB,22.5,DAY,YIBAL_ATTIC4_WI_06,YIBAL,NORTH,17443,YIBAL_ATTIC4_WI_06,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C197-17444,C197,REL,2028-07-29,2028-08-20,YIB,22.5,DAY,YIBAL_ATTIC4_WI_07,YIBAL,NORTH,17444,YIBAL_ATTIC4_WI_07,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C198-17445,C198,REL,2028-08-20,2028-09-11,YIB,22.0,DAY,YIBAL_ATTIC4_WI_08,YIBAL,NORTH,17445,YIBAL_ATTIC4_WI_08,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C199-17446,C199,REL,2028-09-11,2028-10-06,YIB,24.600000381469727,DAY,YIBAL_ATTIC4_OP_04,YIBAL,NORTH,17446,YIBAL_ATTIC4_OP_04,Oil Producer,Development,Category IV,1,YTL23ESV
SWERIGK3,C200-17447,C200,REL,2028-10-06,2028-10-28,YIB,22.5,DAY,YIBAL_ATTIC4_WI_09,YIBAL,NORTH,17447,YIBAL_ATTIC4_WI_09,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C201-17448,C201,REL,2028-10-28,2028-11-19,YIB,22.0,DAY,YIBAL_ATTIC4_WI_10,YIBAL,NORTH,17448,YIBAL_ATTIC4_WI_10,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C202-17449,C202,REL,2028-11-19,2028-12-14,YIB,24.600000381469727,DAY,YIBAL_ATTIC5_OP_01,YIBAL,NORTH,17449,YIBAL_ATTIC5_OP_01,Oil Producer,Development,Category IV,1,YTL23ESV
SWERIGK3,C203-17450,C203,REL,2028-12-14,2029-01-05,YIB,22.0,DAY,YIBAL_ATTIC5_WI_01,YIBAL,NORTH,17450,YIBAL_ATTIC5_WI_01,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C204-17451,C204,REL,2029-01-05,2029-01-27,YIB,22.0,DAY,YIBAL_ATTIC5_WI_02,YIBAL,NORTH,17451,YIBAL_ATTIC5_WI_02,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C205-17452,C205,REL,2029-01-27,2029-02-18,YIB,22.0,DAY,YIBAL_ATTIC5_WI_03,YIBAL,NORTH,17452,YIBAL_ATTIC5_WI_03,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C206-17453,C206,REL,2029-02-18,2029-03-14,YIB,24.600000381469727,DAY,YIBAL_ATTIC5_OP_02,YIBAL,NORTH,17453,YIBAL_ATTIC5_OP_02,Oil Producer,Development,Category IV,1,YTL23ESV
SWERIGK3,C207-17454,C207,REL,2029-03-14,2029-04-05,YIB,22.0,DAY,YIBAL_ATTIC5_WI_04,YIBAL,NORTH,17454,YIBAL_ATTIC5_WI_04,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C208-17455,C208,REL,2029-04-05,2029-04-27,YIB,22.0,DAY,YIBAL_ATTIC5_WI_05,YIBAL,NORTH,17455,YIBAL_ATTIC5_WI_05,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C209-17456,C209,REL,2029-04-27,2029-05-22,YIB,24.600000381469727,DAY,YIBAL_ATTIC5_OP_03,YIBAL,NORTH,17456,YIBAL_ATTIC5_OP_03,Oil Producer,Development,Category IV,1,YTL23ESV
SWERIGK3,C210-17457,C210,REL,2029-05-22,2029-06-13,YIB,22.0,DAY,YIBAL_ATTIC5_WI_06,YIBAL,NORTH,17457,YIBAL_ATTIC5_WI_06,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C211-17458,C211,REL,2029-06-13,2029-07-05,YIB,22.0,DAY,YIBAL_ATTIC5_WI_07,YIBAL,NORTH,17458,YIBAL_ATTIC5_WI_07,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C212-17459,C212,REL,2029-07-05,2029-07-27,YIB,22.0,DAY,YIBAL_ATTIC5_WI_08,YIBAL,NORTH,17459,YIBAL_ATTIC5_WI_08,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C213-17460,C213,REL,2029-07-27,2029-08-20,YIB,24.600000381469727,DAY,YIBAL_ATTIC5_OP_04,YIBAL,NORTH,17460,YIBAL_ATTIC5_OP_04,Oil Producer,Development,Category IV,1,YTL23ESV
SWERIGK3,C214-17461,C214,REL,2029-08-21,2029-09-11,YIB,22.0,DAY,YIBAL_ATTIC5_WI_09,YIBAL,NORTH,17461,YIBAL_ATTIC5_WI_09,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C215-17462,C215,REL,2029-09-12,2029-10-03,YIB,22.0,DAY,YIBAL_ATTIC5_WI_10,YIBAL,NORTH,17462,YIBAL_ATTIC5_WI_10,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C216-17463,C216,REL,2029-10-04,2029-10-25,YIB,22.0,DAY,YIBAL_ATTIC5_OP_05,YIBAL,NORTH,17463,YIBAL_ATTIC5_OP_05,Oil Producer,Development,Category IV,1,YTL23ESV
SWERIGK3,C217-17464,C217,REL,2029-10-26,2029-11-16,YIB,22.0,DAY,YIBAL_ATTIC5_WI_11,YIBAL,NORTH,17464,YIBAL_ATTIC5_WI_11,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C218-17465,C218,REL,2029-11-17,2029-12-08,YIB,22.0,DAY,YIBAL_ATTIC5_WI_12,YIBAL,NORTH,17465,YIBAL_ATTIC5_WI_12,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C219-17466,C219,REL,2029-12-09,2030-01-02,YIB,24.600000381469727,DAY,YIBAL_ATTIC6_OP_01,YIBAL,NORTH,17466,YIBAL_ATTIC6_OP_01,Oil Producer,Development,Category IV,1,YTL23ESV
SWERIGK3,C220-17467,C220,REL,2030-01-02,2030-01-24,YIB,22.0,DAY,YIBAL_ATTIC6_WI_01,YIBAL,NORTH,17467,YIBAL_ATTIC6_WI_01,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C221-17468,C221,REL,2030-01-24,2030-02-15,YIB,22.0,DAY,YIBAL_ATTIC6_WI_02,YIBAL,NORTH,17468,YIBAL_ATTIC6_WI_02,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C222-17469,C222,REL,2030-02-15,2030-03-09,YIB,22.0,DAY,YIBAL_ATTIC6_WI_03,YIBAL,NORTH,17469,YIBAL_ATTIC6_WI_03,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C223-17470,C223,REL,2030-03-09,2030-04-03,YIB,24.600000381469727,DAY,YIBAL_ATTIC6_OP_02,YIBAL,NORTH,17470,YIBAL_ATTIC6_OP_02,Oil Producer,Development,Category IV,1,YTL23ESV
SWERIGK3,C224-17471,C224,REL,2030-04-03,2030-04-25,YIB,22.0,DAY,YIBAL_ATTIC6_WI_04,YIBAL,NORTH,17471,YIBAL_ATTIC6_WI_04,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C225-17472,C225,REL,2030-04-25,2030-05-17,YIB,22.0,DAY,YIBAL_ATTIC6_WI_05,YIBAL,NORTH,17472,YIBAL_ATTIC6_WI_05,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C226-17473,C226,REL,2030-05-17,2030-06-10,YIB,24.600000381469727,DAY,YIBAL_ATTIC6_OP_03,YIBAL,NORTH,17473,YIBAL_ATTIC6_OP_03,Oil Producer,Development,Category IV,1,YTL23ESV
SWERIGK3,C227-17474,C227,REL,2030-06-10,2030-07-02,YIB,22.0,DAY,YIBAL_ATTIC6_WI_06,YIBAL,NORTH,17474,YIBAL_ATTIC6_WI_06,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C228-17475,C228,REL,2030-07-02,2030-07-24,YIB,22.0,DAY,YIBAL_ATTIC6_WI_07,YIBAL,NORTH,17475,YIBAL_ATTIC6_WI_07,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C229-17476,C229,REL,2030-07-24,2030-08-15,YIB,22.0,DAY,YIBAL_ATTIC6_WI_08,YIBAL,NORTH,17476,YIBAL_ATTIC6_WI_08,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C230-17477,C230,REL,2030-08-15,2030-09-09,YIB,24.600000381469727,DAY,YIBAL_ATTIC6_OP_04,YIBAL,NORTH,17477,YIBAL_ATTIC6_OP_04,Oil Producer,Development,Category IV,1,YTL23ESV
SWERIGK3,C231-17478,C231,REL,2030-09-09,2030-10-01,YIB,22.0,DAY,YIBAL_ATTIC6_WI_09,YIBAL,NORTH,17478,YIBAL_ATTIC6_WI_09,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C232-17479,C232,REL,2030-10-01,2030-10-23,YIB,22.0,DAY,YIBAL_ATTIC6_WI_10,YIBAL,NORTH,17479,YIBAL_ATTIC6_WI_10,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C233-17480,C233,REL,2030-10-23,2030-11-14,YIB,22.0,DAY,YIBAL_ATTIC6_OP_05,YIBAL,NORTH,17480,YIBAL_ATTIC6_OP_05,Oil Producer,Development,Category IV,1,YTL23ESV
SWERIGK3,C234-17481,C234,REL,2030-11-14,2030-12-06,YIB,22.0,DAY,YIBAL_ATTIC6_WI_11,YIBAL,NORTH,17481,YIBAL_ATTIC6_WI_11,Water Injector,Development,Category IV,1,YT423WIV
SWERIGK3,C235-17482,C235,REL,2030-12-06,2030-12-28,YIB,22.0,DAY,YIBAL_ATTIC6_WI_12,YIBAL,NORTH,17482,YIBAL_ATTIC6_WI_12,Water Injector,Development,Category IV,1,YT423WIV
SWERIG99,C524-17637,C524,REL,2044-06-30,2044-07-20,LEK,20.799999237060547,DAY,UF-USJ-WI-56,UFUQ,NORTH,17637,UFUQ-UF-USJ-WI-56,Water Injector,Development,Category IV,1,LTL23WISAT
SWERIG99,C525-17638,C525,REL,2044-07-21,2044-08-17,LEK,27.5,DAY,UF-USJ-OP-30,UFUQ,NORTH,17638,UF-USJ-OP-30,Oil Producer,Development,Category IV,1,LTL23ESSAT
SWERIG99,C528-17641,C528,REL,2044-09-11,2044-10-06,LEK,25.200000762939453,DAY,UF-USK-WI-04,UFUQ,NORTH,17641,UF-USK-WI-04,Water Injector,Development,Category IV,1,LTL23WISAT
SWERIG99,C530-17643,C530,REL,2044-08-17,2044-09-11,LEK,25.200000762939453,DAY,UF-USK-WI-06,UFUQ,NORTH,17643,UF-USK-WI-06,Water Injector,Development,Category IV,1,LTL23WISAT
SWER140,C538-17651,C538,REL,2030-06-28,2030-07-17,LEK,18.899999618530273,DAY,UF-ARV-WI-04,UFUQ-ARUMA,NORTH,17651,UFUQ-ARUMA-UF-ARV-WI-04,Water Injector,Development,Category IV,1,LTL23WIUSHN
SWER140,C542-17655,C542,REL,2034-07-02,2034-07-23,LEK,21.700000762939453,DAY,DAF-USBB-OP-17,DAFIQ,NORTH,17655,DAFIQ-DAF-USBB-OP-17,Oil Producer,Development,Category IV,1,LTL23ESUSHN
SWER115,C544-17657,C544,REL,2037-01-15,2037-02-05,LEK,20.799999237060547,DAY,DAF-USBB-WI-17,DAFIQ,NORTH,17657,DAFIQ-DAF-USBB-WI-17,Water Injector,Development,Category IV,1,LTL23WISAT
SWERIG99,C552-17665,C552,REL,2038-03-04,2038-03-22,LEK,17.799999237060547,DAY,AN-L55-REPLACEMENT,LEKHWAIR-AN,NORTH,17665,LEKHWAIR-AN-L55-REPLACEMENT,Water Injector,Development,Category IV,1,LTL23WIV
SWERIG99,C553-17666,C553,REL,2037-07-04,2037-07-19,LEK,15.0,DAY,SYH-NC-OP-42,SAYYAH,NORTH,17666,SAYYAH-SYH-NC-OP-42,Oil Producer,Development,Category IV,1,LTL23ESVS
SWER133,L597-17668,L597,REL,2028-08-18,2028-08-30,SSFD,12.399999618530273,DAY,TUQAA_PH2_WI_LOC2,TUQAA,SOUTH,17668,TUQAA_PH2_WI_LOC2,Water Injector,Development,Category IV,0,NS9724WIVAB
SWERIG99,C556-17669,C556,REL,2038-01-16,2038-02-03,LEK,17.799999237060547,DAY,AN-L166-REPLACEMENT,LEKHWAIR-AN,NORTH,17669,LEKHWAIR-AN-L166-REPLACEMENT,Water Injector,Development,Category IV,1,LTL23WIV
